Order_id,Product_id,Sales,Quantity,discount,payment_type,payment_installments
CA-2015-120915,TEC-PH-10003012,307.98,2,0%,credit_card,10
CA-2017-166093,OFF-AP-10001058,2518.29,9,0%,credit_card,5
US-2015-110569,OFF-AP-10004708,121.792,4,20%,credit_card,10
CA-2016-124681,TEC-AC-10000487,15.576,3,20%,debit_card,1
CA-2017-154718,OFF-LA-10003714,6.0,2,20%,credit_card,2
CA-2016-118332,FUR-CH-10001708,563.92,5,20%,credit_card,10
CA-2017-115931,OFF-ST-10000876,37.32,3,0%,credit_card,6
CA-2015-127453,OFF-AP-10003860,88.832,4,20%,credit_card,8
CA-2017-169859,FUR-FU-10004963,26.25,3,0%,credit_card,5
US-2016-167339,FUR-CH-10004289,153.568,2,20%,credit_card,10
CA-2016-111913,OFF-BI-10003291,20.952,3,20%,credit_card,2
CA-2017-155712,OFF-BI-10004224,107.648,2,20%,credit_card,4
CA-2015-149083,OFF-LA-10002945,12.6,2,0%,credit_card,3
CA-2014-101427,OFF-AR-10002257,8.016,3,20%,credit_card,8
CA-2014-133753,TEC-AC-10000303,63.984,2,20%,credit_card,1
CA-2016-169166,TEC-AC-10000991,93.98,2,0%,credit_card,7
US-2014-117135,TEC-PH-10002033,284.82,1,0%,credit_card,8
CA-2016-136231,TEC-PH-10002660,108.784,2,20%,credit_card,1
CA-2014-149958,OFF-ST-10001490,142.776,1,20%,credit_card,2
CA-2017-126865,OFF-PA-10003039,92.94,3,0%,credit_card,12
CA-2014-120775,OFF-BI-10002609,1.788,3,80%,credit_card,2
CA-2016-162187,FUR-TA-10003008,328.59,3,40%,credit_card,1
CA-2014-111150,TEC-AC-10000290,47.53,7,0%,credit_card,1
CA-2017-105620,TEC-MA-10004626,120.0,2,50%,credit_card,1
CA-2016-156503,OFF-PA-10002377,39.152,1,20%,credit_card,3
US-2017-117534,TEC-CO-10000971,479.984,2,20%,credit_card,1
CA-2016-138037,OFF-BI-10002982,27.24,5,20%,credit_card,1
CA-2016-163398,OFF-BI-10000014,2.182,1,80%,credit_card,2
CA-2014-124702,FUR-TA-10003008,730.2,4,0%,credit_card,4
CA-2014-115049,TEC-AC-10004859,153.824,11,20%,credit_card,2
CA-2017-125199,TEC-PH-10001336,309.576,4,40%,credit_card,6
CA-2014-103310,OFF-PA-10004353,39.96,2,0%,credit_card,7
CA-2016-139885,OFF-ST-10003324,212.88,6,0%,credit_card,3
CA-2016-128258,OFF-PA-10004156,11.34,1,0%,credit_card,10
CA-2017-150420,TEC-AC-10004975,1099.5,10,0%,credit_card,2
CA-2014-111934,OFF-PA-10000474,35.44,1,0%,credit_card,1
CA-2015-112116,FUR-TA-10001039,171.96,2,0%,credit_card,4
US-2017-132381,FUR-TA-10002356,314.532,2,40%,credit_card,5
CA-2015-130113,TEC-PH-10003505,668.16,9,20%,credit_card,1
CA-2017-100524,FUR-FU-10004018,29.78,2,0%,credit_card,1
CA-2016-156573,OFF-BI-10002414,11.277,3,70%,credit_card,1
CA-2017-125290,OFF-PA-10003127,26.38,1,0%,credit_card,3
CA-2014-138450,OFF-ST-10003479,186.912,6,20%,credit_card,8
CA-2016-132990,FUR-FU-10004864,19.312,2,20%,credit_card,1
CA-2017-137470,OFF-PA-10002001,12.96,2,0%,credit_card,6
US-2017-166324,OFF-BI-10000174,8.7,5,70%,credit_card,1
CA-2017-132213,OFF-AR-10001958,67.92,5,20%,credit_card,2
US-2016-108637,OFF-AP-10004540,160.32,2,0%,credit_card,6
CA-2015-151869,FUR-CH-10001545,102.582,1,10%,credit_card,5
CA-2015-135685,FUR-TA-10000688,653.55,3,0%,credit_card,1
US-2017-141943,OFF-EN-10003448,23.16,2,0%,credit_card,3
CA-2016-127243,TEC-PH-10004539,340.182,3,40%,credit_card,2
CA-2017-151750,OFF-BI-10000301,6.47,5,80%,credit_card,3
CA-2016-114489,OFF-BI-10002735,171.55,5,0%,credit_card,4
CA-2017-134649,OFF-BI-10001890,7.16,2,0%,credit_card,6
CA-2016-165820,OFF-PA-10004735,12.96,2,0%,credit_card,3
US-2014-140116,OFF-ST-10000078,636.408,3,20%,credit_card,5
CA-2017-147760,FUR-TA-10004575,523.764,3,40%,credit_card,10
CA-2014-104283,FUR-TA-10001039,85.98,1,0%,credit_card,5
CA-2015-100685,OFF-BI-10003094,7.04,2,0%,credit_card,1
CA-2016-127138,OFF-ST-10002756,676.55,5,0%,credit_card,7
US-2017-153948,OFF-PA-10002764,45.36,4,0%,credit_card,1
CA-2015-100573,OFF-EN-10000461,17.48,2,0%,credit_card,8
CA-2015-106257,FUR-TA-10002530,241.568,2,20%,credit_card,2
CA-2017-126788,TEC-PH-10001619,470.376,3,20%,credit_card,8
CA-2017-161984,OFF-FA-10000624,7.16,2,0%,credit_card,10
CA-2016-157707,TEC-PH-10002583,15.992,1,20%,credit_card,3
CA-2015-100146,FUR-FU-10001979,122.91,3,0%,credit_card,6
CA-2016-145709,FUR-FU-10002885,11.568,3,20%,credit_card,10
CA-2016-102596,OFF-FA-10000621,17.184,6,20%,credit_card,9
CA-2015-157287,FUR-CH-10001270,422.625,7,30%,credit_card,2
CA-2015-137708,OFF-PA-10000327,42.8,10,0%,voucher,1
CA-2017-121559,TEC-AC-10004568,83.97,3,0%,credit_card,2
US-2017-105046,FUR-FU-10004848,39.08,4,0%,credit_card,8
US-2017-155425,TEC-AC-10001314,239.952,6,20%,credit_card,1
CA-2015-154326,TEC-PH-10000560,699.98,2,0%,credit_card,3
CA-2017-126550,OFF-ST-10001031,81.4,5,0%,credit_card,2
CA-2014-107818,OFF-ST-10000736,485.88,6,0%,credit_card,2
CA-2014-101266,OFF-PA-10002986,13.36,2,0%,credit_card,10
CA-2016-109344,TEC-PH-10002624,1127.976,3,20%,credit_card,2
US-2015-168704,FUR-TA-10002530,211.372,2,30%,credit_card,2
CA-2014-156006,TEC-AC-10002550,47.79,3,0%,credit_card,6
CA-2014-107594,TEC-PH-10002923,73.98,2,0%,credit_card,1
CA-2014-150490,OFF-ST-10000321,15.78,2,0%,credit_card,5
US-2014-100853,OFF-LA-10003148,20.16,4,20%,credit_card,10
CA-2015-101126,OFF-ST-10000943,77.24,5,20%,credit_card,2
CA-2015-164882,OFF-PA-10000157,19.98,1,0%,credit_card,1
CA-2014-109890,TEC-PH-10004100,35.98,2,0%,credit_card,1
CA-2014-110849,OFF-AR-10002375,13.12,4,0%,credit_card,2
CA-2017-161200,FUR-FU-10001706,15.4,5,0%,credit_card,1
CA-2014-139451,OFF-ST-10002370,21.39,1,0%,credit_card,3
CA-2016-149370,OFF-PA-10003651,5.344,1,20%,credit_card,2
CA-2014-130673,OFF-PA-10000289,10.368,2,20%,credit_card,1
CA-2017-125381,TEC-AC-10000158,107.97,3,0%,credit_card,6
US-2017-125717,TEC-AC-10003657,54.384,2,20%,credit_card,1
CA-2014-154095,OFF-PA-10002923,146.82,3,0%,credit_card,1
CA-2015-130883,OFF-PA-10000474,141.76,5,20%,credit_card,17
US-2017-119039,OFF-BI-10004182,14.976,9,20%,credit_card,3
CA-2014-111899,OFF-FA-10000840,5.472,6,20%,credit_card,2
US-2014-105767,TEC-PH-10003092,55.188,2,40%,credit_card,3
CA-2017-134915,TEC-AC-10001266,41.6,4,20%,credit_card,10
CA-2016-168956,FUR-CH-10004754,62.958,3,30%,credit_card,3
US-2016-103646,OFF-AP-10004487,48.792,3,80%,credit_card,3
CA-2017-142125,OFF-BI-10000301,38.82,6,0%,credit_card,5
CA-2016-160598,OFF-PA-10002319,31.008,1,20%,credit_card,4
CA-2015-168480,FUR-BO-10000468,194.32,4,0%,credit_card,5
CA-2014-164182,TEC-PH-10002583,23.988,2,40%,credit_card,5
CA-2014-128209,FUR-BO-10002213,4007.84,10,20%,credit_card,2
US-2017-141677,TEC-CO-10002313,2399.96,5,20%,credit_card,1
US-2015-139759,FUR-CH-10002774,40.784,1,20%,credit_card,2
CA-2016-145548,TEC-AC-10002305,36.0,2,0%,credit_card,5
CA-2016-139395,TEC-PH-10002103,657.93,7,0%,credit_card,15
CA-2015-109470,OFF-BI-10003707,76.3,5,0%,credit_card,5
CA-2017-143112,TEC-PH-10003095,87.8,4,0%,credit_card,2
CA-2017-100111,OFF-BI-10000343,11.784,3,20%,credit_card,2
CA-2017-163160,FUR-FU-10001424,10.476,3,60%,,1
CA-2014-133809,OFF-BI-10001757,11.808,8,70%,credit_card,1
CA-2014-106229,FUR-TA-10002041,268.935,3,50%,credit_card,2
CA-2017-134194,OFF-BI-10001597,40.98,5,80%,credit_card,2
CA-2017-100223,FUR-FU-10003601,332.028,9,60%,credit_card,8
CA-2015-167010,OFF-ST-10003816,563.808,4,20%,credit_card,3
US-2016-125402,TEC-CO-10001943,479.976,3,20%,credit_card,1
CA-2015-162964,OFF-EN-10003055,223.888,7,20%,credit_card,2
CA-2015-152681,OFF-AR-10003183,6.68,2,0%,credit_card,1
US-2017-128951,OFF-AP-10002191,179.94,3,0%,credit_card,4
CA-2017-140053,FUR-FU-10003708,545.85,9,0%,credit_card,4
CA-2014-102869,TEC-AC-10002134,64.704,6,20%,credit_card,5
CA-2014-121573,TEC-PH-10000984,783.96,4,0%,credit_card,10
CA-2017-129490,FUR-CH-10003298,419.136,4,20%,credit_card,2
CA-2017-107874,FUR-FU-10003535,27.42,1,0%,credit_card,3
CA-2016-150658,OFF-BI-10004140,10.776,3,20%,credit_card,1
CA-2017-127180,TEC-PH-10001494,2399.6,8,0%,credit_card,1
CA-2015-144806,OFF-AR-10004042,86.304,6,20%,credit_card,2
CA-2014-120278,OFF-ST-10004258,36.63,3,0%,credit_card,3
CA-2015-140830,OFF-EN-10000461,17.48,2,0%,debit_card,1
US-2014-150119,FUR-CH-10002965,281.372,2,30%,credit_card,2
CA-2014-137092,OFF-BI-10000632,8.682,1,80%,credit_card,2
CA-2017-146983,OFF-BI-10003650,1577.94,3,0%,credit_card,2
CA-2015-135538,FUR-CH-10004287,883.84,4,20%,credit_card,4
US-2015-165743,FUR-BO-10002268,145.764,6,70%,credit_card,8
CA-2016-151148,TEC-PH-10001870,146.952,3,20%,credit_card,2
CA-2017-140949,OFF-LA-10004093,7.31,1,0%,credit_card,10
CA-2015-168207,FUR-BO-10004357,512.499,3,15%,credit_card,2
CA-2015-103716,OFF-AR-10000658,34.65,3,0%,credit_card,10
CA-2014-122070,OFF-BI-10004970,9.912,3,20%,credit_card,2
US-2017-163790,OFF-BI-10003718,590.352,6,20%,credit_card,3
CA-2017-158729,OFF-SU-10002881,1665.62,2,0%,credit_card,3
CA-2015-137071,TEC-AC-10004353,100.8,2,20%,credit_card,8
CA-2017-101700,FUR-FU-10001025,11.664,3,20%,credit_card,8
US-2017-129224,OFF-LA-10003190,4.608,2,20%,credit_card,2
CA-2017-121027,TEC-AC-10002049,843.9,2,0%,credit_card,3
CA-2017-117667,TEC-AC-10000580,255.968,4,20%,credit_card,8
CA-2017-127432,OFF-PA-10001667,11.96,2,0%,credit_card,24
CA-2016-127243,OFF-FA-10004076,12.672,8,20%,credit_card,2
CA-2015-110870,TEC-AC-10002926,299.94,6,0%,credit_card,1
CA-2015-126697,TEC-PH-10002922,946.344,7,20%,credit_card,7
US-2015-103996,OFF-PA-10001736,212.64,6,0%,credit_card,8
CA-2014-109491,FUR-FU-10000221,20.32,4,0%,credit_card,1
CA-2014-125514,OFF-AP-10003281,36.27,3,0%,credit_card,10
CA-2017-114055,OFF-FA-10003059,3.62,2,0%,credit_card,1
US-2017-107272,OFF-ST-10002974,243.992,7,20%,credit_card,8
US-2016-113649,OFF-PA-10000130,30.816,9,20%,credit_card,1
CA-2016-108196,TEC-MA-10000418,4499.985,5,70%,credit_card,6
CA-2016-158575,OFF-AP-10002998,103.968,6,20%,credit_card,1
CA-2015-142419,OFF-PA-10001763,29.97,3,0%,credit_card,7
CA-2016-152471,OFF-PA-10004965,15.984,2,20%,credit_card,4
CA-2015-139164,OFF-FA-10003059,5.43,3,0%,credit_card,2
US-2017-147886,FUR-FU-10003829,21.56,7,0%,credit_card,10
CA-2015-119550,FUR-CH-10002044,275.058,3,30%,credit_card,2
US-2015-106873,TEC-AC-10002345,23.2,2,20%,credit_card,5
CA-2014-121762,OFF-AP-10001293,81.96,2,0%,credit_card,2
US-2016-108455,OFF-PA-10002262,25.92,4,0%,credit_card,2
CA-2016-163167,OFF-ST-10004459,1126.02,3,0%,credit_card,5
CA-2014-154165,OFF-AR-10003631,54.208,14,20%,credit_card,7
CA-2017-112956,OFF-PA-10000357,277.4,5,0%,credit_card,1
CA-2017-100811,OFF-PA-10001204,8.448,2,20%,credit_card,1
CA-2015-115742,OFF-BI-10004410,38.22,6,0%,credit_card,5
CA-2015-103177,TEC-PH-10001795,239.97,3,0%,credit_card,5
CA-2017-169607,OFF-PA-10000477,9.96,2,0%,credit_card,4
CA-2017-150707,OFF-BI-10001078,37.66,7,0%,credit_card,1
CA-2015-169740,TEC-AC-10000927,29.99,1,0%,credit_card,2
CA-2017-127432,OFF-ST-10004507,51.45,3,0%,credit_card,10
CA-2014-158372,FUR-FU-10001867,53.2,5,0%,credit_card,3
US-2014-112872,FUR-TA-10003238,275.49,1,50%,credit_card,2
US-2015-164448,OFF-BI-10002949,9.728,2,20%,credit_card,4
CA-2016-145583,FUR-FU-10001706,43.12,14,0%,credit_card,1
CA-2016-112109,OFF-BI-10002082,19.968,2,70%,credit_card,2
CA-2017-147361,OFF-ST-10001809,628.81,7,0%,credit_card,2
CA-2016-140746,FUR-TA-10002903,181.797,1,30%,credit_card,3
CA-2015-142454,OFF-ST-10003638,70.26,3,0%,credit_card,2
CA-2016-128867,OFF-BI-10003981,27.24,6,0%,credit_card,10
CA-2017-147228,FUR-FU-10000023,14.136,3,20%,credit_card,3
CA-2015-112130,FUR-CH-10002965,844.116,6,30%,credit_card,2
CA-2014-143168,OFF-PA-10000167,61.96,2,0%,credit_card,2
CA-2015-157770,TEC-AC-10001552,248.85,5,0%,credit_card,4
US-2017-144582,OFF-BI-10001575,43.372,7,80%,credit_card,8
CA-2017-166093,TEC-PH-10002564,71.976,3,20%,credit_card,5
CA-2015-129532,OFF-ST-10004186,221.96,2,0%,credit_card,3
US-2017-165953,OFF-AR-10000588,47.616,3,20%,credit_card,4
CA-2017-131807,FUR-TA-10004086,206.352,3,20%,credit_card,1
CA-2017-161739,FUR-FU-10001468,341.96,5,60%,credit_card,6
US-2016-113677,OFF-LA-10001569,14.94,3,0%,credit_card,2
CA-2016-143714,OFF-BI-10004308,6.294,1,70%,credit_card,4
CA-2014-127299,OFF-ST-10003722,67.344,6,20%,credit_card,5
CA-2017-121300,FUR-TA-10004442,344.22,2,40%,credit_card,10
US-2017-163300,TEC-PH-10001700,369.544,7,20%,credit_card,5
US-2015-163433,OFF-PA-10003936,15.552,3,20%,credit_card,4
CA-2016-104276,FUR-TA-10001039,331.023,7,45%,credit_card,1
CA-2014-140662,TEC-AC-10001314,99.98,2,0%,credit_card,5
CA-2015-119690,OFF-BI-10000201,0.984,2,80%,credit_card,1
CA-2016-166674,OFF-AR-10004974,9.84,3,0%,credit_card,8
US-2014-102715,OFF-PA-10000029,10.368,2,20%,credit_card,1
CA-2015-134117,TEC-PH-10004908,135.984,2,20%,credit_card,2
CA-2014-100860,OFF-LA-10001982,18.75,5,0%,credit_card,8
CA-2014-120544,FUR-FU-10001940,6.368,2,60%,credit_card,1
CA-2014-154599,TEC-PH-10001557,1075.088,14,20%,credit_card,1
US-2016-156097,OFF-BI-10004654,2.308,2,80%,credit_card,8
US-2015-134558,FUR-TA-10003473,1053.164,4,30%,credit_card,4
US-2015-134558,OFF-PA-10001184,29.9,5,0%,credit_card,5
CA-2016-159912,OFF-FA-10000053,10.584,7,20%,credit_card,3
CA-2015-162537,FUR-FU-10001918,33.11,7,0%,credit_card,3
CA-2017-101798,OFF-BI-10000050,23.36,4,20%,credit_card,2
CA-2017-102554,OFF-AR-10001919,3.76,2,0%,credit_card,1
CA-2017-101210,OFF-AR-10003560,9.728,2,20%,credit_card,2
CA-2017-105214,FUR-CH-10000015,1212.96,7,20%,credit_card,6
CA-2017-144589,OFF-AR-10003631,24.2,5,0%,credit_card,1
CA-2016-128916,FUR-FU-10001940,9.552,3,60%,credit_card,3
CA-2016-105585,OFF-FA-10002983,10.23,3,0%,credit_card,2
CA-2017-142090,TEC-AC-10002001,383.976,3,20%,debit_card,5
CA-2014-114517,FUR-TA-10001676,53.316,2,40%,credit_card,2
CA-2016-124772,FUR-FU-10004748,191.82,3,0%,credit_card,6
CA-2015-153381,OFF-BI-10001525,15.24,4,0%,credit_card,1
US-2017-128951,FUR-TA-10004575,872.94,3,0%,credit_card,5
CA-2015-118843,OFF-PA-10001712,69.93,7,0%,credit_card,2
CA-2017-167661,OFF-BI-10001097,19.936,4,20%,credit_card,1
CA-2015-101707,OFF-PA-10002968,114.2,5,0%,credit_card,6
CA-2017-162691,TEC-MA-10000488,1439.982,3,40%,credit_card,2
CA-2017-121615,OFF-PA-10000327,8.56,2,0%,credit_card,6
CA-2014-168823,OFF-PA-10004000,11.352,3,20%,credit_card,6
US-2015-112508,OFF-AP-10002287,6.992,2,20%,credit_card,1
CA-2017-153045,FUR-FU-10002759,31.968,2,20%,credit_card,10
US-2017-111423,FUR-CH-10003981,462.564,2,10%,credit_card,3
CA-2017-102204,OFF-SU-10001212,3.328,2,20%,credit_card,1
CA-2017-150504,OFF-ST-10000615,18.16,2,20%,credit_card,10
CA-2016-155516,OFF-ST-10002406,104.79,7,0%,credit_card,3
CA-2015-113971,FUR-FU-10001852,8.352,6,20%,credit_card,1
US-2014-137155,FUR-FU-10003142,31.68,6,0%,credit_card,10
CA-2017-104927,OFF-PA-10000176,75.88,5,20%,credit_card,1
CA-2017-158169,OFF-AP-10000828,542.94,3,0%,credit_card,4
CA-2017-167976,OFF-SU-10004661,25.5,3,0%,credit_card,6
CA-2014-163412,FUR-CH-10004875,192.186,3,10%,credit_card,10
CA-2017-134565,OFF-BI-10001759,18.288,6,20%,credit_card,4
US-2017-100482,TEC-AC-10003441,27.12,2,20%,credit_card,2
CA-2015-142734,FUR-CH-10003968,127.764,2,10%,credit_card,10
US-2017-154872,OFF-LA-10000973,5.04,2,20%,credit_card,4
US-2014-100853,OFF-AP-10000891,52.448,2,80%,credit_card,2
CA-2017-124597,OFF-LA-10001569,11.952,3,20%,credit_card,3
CA-2016-107216,FUR-FU-10000206,8.73,3,0%,credit_card,3
CA-2016-149762,FUR-BO-10001337,205.666,2,15%,credit_card,1
CA-2016-162614,OFF-BI-10004001,27.264,2,20%,credit_card,10
CA-2014-150245,FUR-BO-10002613,1573.488,7,20%,credit_card,10
US-2017-120418,OFF-AR-10002956,88.04,5,20%,credit_card,10
CA-2015-102778,FUR-FU-10000087,18.176,1,20%,credit_card,4
US-2017-155425,TEC-MA-10003183,95.994,2,70%,credit_card,5
CA-2015-128125,FUR-FU-10001085,22.38,3,60%,credit_card,5
US-2017-133361,TEC-AC-10003280,89.97,3,0%,credit_card,6
CA-2014-103331,FUR-FU-10001731,10.68,4,0%,credit_card,5
US-2014-148194,OFF-AP-10000696,57.68,4,0%,credit_card,10
CA-2015-137113,OFF-ST-10002554,146.73,3,0%,credit_card,4
CA-2016-164511,OFF-BI-10003305,14.352,3,20%,credit_card,10
US-2015-163433,FUR-CH-10000225,56.686,1,30%,credit_card,4
CA-2015-137974,FUR-FU-10001468,1196.86,7,0%,credit_card,2
CA-2014-120544,OFF-AP-10004336,34.176,3,80%,credit_card,2
CA-2017-159457,TEC-PH-10002185,16.68,3,20%,credit_card,12
CA-2015-145352,OFF-ST-10001228,46.74,3,0%,credit_card,5
CA-2014-139892,OFF-ST-10000991,275.928,3,20%,credit_card,2
CA-2016-136686,OFF-AP-10002350,56.52,3,0%,credit_card,2
CA-2016-104633,OFF-PA-10000241,185.88,6,0%,credit_card,3
CA-2015-105312,OFF-EN-10002600,7.08,3,20%,credit_card,3
US-2015-106873,OFF-AR-10001246,16.464,7,20%,credit_card,2
CA-2017-151750,OFF-ST-10002743,454.56,5,20%,credit_card,2
CA-2016-145842,OFF-ST-10000419,40.74,3,0%,credit_card,1
CA-2017-128769,OFF-AP-10001271,81.568,2,20%,credit_card,5
CA-2016-137127,OFF-LA-10001641,9.45,3,0%,credit_card,6
US-2016-139087,OFF-BI-10000042,12.816,3,20%,credit_card,1
CA-2016-120796,OFF-BI-10004330,99.846,9,70%,credit_card,1
CA-2015-147788,FUR-BO-10004357,1406.86,7,0%,credit_card,3
CA-2016-112340,OFF-PA-10001892,22.92,3,0%,credit_card,1
CA-2016-162082,OFF-AR-10001044,145.544,7,20%,credit_card,2
CA-2015-113152,FUR-BO-10002613,449.568,2,20%,credit_card,1
CA-2015-130785,OFF-BI-10001900,28.752,6,20%,credit_card,10
CA-2016-149195,OFF-PA-10002036,10.368,2,20%,credit_card,6
US-2016-102239,OFF-BI-10001890,5.728,2,20%,credit_card,1
CA-2017-134915,OFF-PA-10002160,23.12,5,20%,credit_card,2
CA-2014-103429,TEC-PH-10003505,464.0,5,0%,credit_card,5
CA-2016-158834,TEC-PH-10001254,203.184,2,20%,credit_card,2
CA-2017-121048,TEC-PH-10004977,470.376,3,20%,credit_card,1
US-2016-111528,OFF-BI-10002194,6.384,1,20%,credit_card,2
CA-2017-134838,FUR-FU-10004018,44.67,3,0%,credit_card,1
US-2016-155971,OFF-LA-10000452,22.05,7,0%,credit_card,6
CA-2014-129091,OFF-EN-10004955,16.23,3,0%,credit_card,8
CA-2015-159380,OFF-PA-10003893,12.84,3,0%,credit_card,10
CA-2017-102204,FUR-CH-10002024,2803.92,5,20%,credit_card,1
CA-2016-164154,OFF-ST-10002562,37.52,5,20%,credit_card,7
CA-2016-163153,OFF-AR-10001868,1.344,1,20%,credit_card,6
CA-2017-160122,OFF-EN-10002592,55.584,6,20%,credit_card,5
CA-2015-157812,OFF-ST-10000736,129.568,2,20%,credit_card,8
CA-2015-142930,OFF-PA-10003395,335.52,4,20%,credit_card,8
US-2015-113327,OFF-EN-10004459,12.224,2,20%,credit_card,3
CA-2014-103807,TEC-AC-10000199,5.95,1,0%,credit_card,4
CA-2017-145884,FUR-TA-10002356,262.11,1,0%,credit_card,7
CA-2017-112725,FUR-CH-10000863,120.784,1,20%,credit_card,1
CA-2015-107678,FUR-CH-10001891,191.96,2,0%,credit_card,3
CA-2016-120824,OFF-ST-10002562,67.536,9,20%,credit_card,2
CA-2016-139941,OFF-PA-10000241,92.94,3,0%,credit_card,10
CA-2014-140396,OFF-EN-10002592,34.74,3,0%,credit_card,1
CA-2016-142902,FUR-FU-10001918,15.136,4,20%,credit_card,2
US-2017-106145,OFF-BI-10003925,931.176,3,20%,credit_card,4
CA-2017-162712,OFF-PA-10000167,74.352,3,20%,credit_card,1
CA-2017-141439,FUR-TA-10001039,257.94,3,0%,credit_card,1
CA-2014-156594,OFF-BI-10004632,487.984,2,20%,credit_card,5
CA-2014-129364,OFF-BI-10001132,6.456,4,70%,credit_card,3
CA-2014-124709,TEC-AC-10002842,238.0,2,0%,credit_card,2
CA-2015-157322,OFF-ST-10003208,435.504,3,20%,credit_card,5
CA-2015-112130,OFF-AP-10003266,23.696,2,20%,credit_card,4
CA-2017-108329,TEC-PH-10001918,444.768,4,20%,credit_card,3
CA-2014-133963,OFF-PA-10001526,3.984,1,20%,credit_card,6
US-2016-148803,OFF-ST-10001476,85.224,3,20%,credit_card,3
CA-2015-111339,FUR-CH-10000863,317.058,3,30%,credit_card,6
CA-2017-108322,FUR-FU-10001935,23.68,8,20%,,1
CA-2017-158036,TEC-AC-10002558,9.096,1,20%,credit_card,1
CA-2014-130960,OFF-AR-10003651,9.84,3,0%,credit_card,3
CA-2015-121608,OFF-AP-10002311,137.62,2,0%,credit_card,10
CA-2017-152226,OFF-LA-10000443,5.904,2,20%,credit_card,2
CA-2017-166128,OFF-AR-10001221,41.86,7,0%,credit_card,3
CA-2014-102988,OFF-AR-10000127,22.96,7,0%,credit_card,4
CA-2016-124149,OFF-PA-10002421,108.336,6,20%,credit_card,2
CA-2016-120250,FUR-FU-10003424,25.632,3,20%,credit_card,10
US-2015-160857,OFF-PA-10003363,19.44,3,0%,credit_card,6
CA-2016-114860,FUR-FU-10000277,842.72,8,0%,credit_card,3
CA-2014-109218,OFF-AR-10001374,32.4,5,0%,credit_card,2
CA-2015-169796,OFF-ST-10001505,17.94,3,0%,credit_card,4
CA-2015-153416,OFF-ST-10000060,454.86,7,0%,credit_card,2
CA-2017-166128,TEC-AC-10001767,199.95,5,0%,credit_card,4
CA-2017-114804,TEC-PH-10001700,52.792,1,20%,credit_card,10
CA-2015-125395,TEC-AC-10004708,41.9,2,0%,,1
CA-2015-124107,TEC-AC-10002049,619.95,5,0%,credit_card,3
US-2016-165078,OFF-LA-10000414,51.75,5,0%,credit_card,10
US-2017-111024,OFF-PA-10000174,32.896,4,20%,credit_card,2
CA-2014-165428,OFF-PA-10004100,31.104,6,20%,credit_card,5
CA-2017-163629,TEC-AC-10001539,79.99,1,0%,credit_card,2
CA-2015-155306,OFF-PA-10001184,11.96,2,0%,credit_card,6
CA-2015-132815,OFF-PA-10004530,22.96,2,0%,credit_card,10
CA-2015-153794,OFF-AR-10000380,265.86,7,0%,credit_card,1
CA-2015-131856,OFF-PA-10001954,127.904,7,20%,credit_card,3
CA-2016-162355,FUR-BO-10004695,1266.86,7,0%,credit_card,1
CA-2015-158323,FUR-FU-10001546,17.088,2,20%,credit_card,2
CA-2016-167759,TEC-PH-10003171,134.85,3,0%,credit_card,2
CA-2016-155446,TEC-AC-10001445,21.21,7,0%,credit_card,1
US-2016-139388,OFF-FA-10004968,14.96,4,0%,credit_card,5
US-2014-129609,OFF-AR-10003478,16.28,2,0%,credit_card,1
CA-2016-146941,OFF-EN-10003296,361.92,4,0%,credit_card,2
CA-2015-135580,OFF-EN-10003296,271.44,3,0%,credit_card,1
CA-2017-152975,OFF-AR-10001988,29.95,5,0%,credit_card,2
CA-2017-128944,TEC-AC-10001553,122.328,9,20%,credit_card,3
CA-2017-132976,OFF-ST-10000876,59.712,6,20%,,1
CA-2016-167290,OFF-AR-10004078,11.68,2,0%,credit_card,7
CA-2017-131618,OFF-BI-10001294,9.36,4,80%,credit_card,2
CA-2016-110772,OFF-FA-10002983,19.096,7,20%,credit_card,10
CA-2016-127138,OFF-AP-10003842,154.9,5,0%,credit_card,1
CA-2016-150350,OFF-EN-10002504,135.9,5,0%,credit_card,1
CA-2017-128363,FUR-CH-10002073,423.648,2,20%,credit_card,3
CA-2016-114601,TEC-PH-10002170,209.97,3,0%,credit_card,1
CA-2015-122168,OFF-AR-10003602,17.52,3,0%,credit_card,10
CA-2015-156146,TEC-PH-10001527,68.72,2,20%,credit_card,10
CA-2016-144337,OFF-PA-10000249,19.648,2,20%,credit_card,2
CA-2014-114251,FUR-FU-10001468,273.568,2,20%,credit_card,2
CA-2014-103527,OFF-PA-10001622,10.896,3,20%,credit_card,6
CA-2015-161242,OFF-PA-10001838,11.76,2,0%,credit_card,10
US-2016-104815,FUR-BO-10003894,198.744,4,30%,credit_card,1
CA-2017-163979,OFF-ST-10003208,725.84,4,0%,credit_card,4
CA-2017-168228,OFF-AR-10003373,123.92,4,0%,credit_card,4
CA-2015-130974,OFF-PA-10000743,40.08,6,0%,credit_card,1
CA-2016-159891,OFF-EN-10004483,125.36,8,0%,credit_card,1
CA-2014-130729,OFF-BI-10002706,34.272,3,20%,credit_card,8
CA-2016-113607,TEC-PH-10004094,1091.93,7,0%,credit_card,3
CA-2017-128076,OFF-BI-10003638,30.96,2,20%,credit_card,2
US-2016-131611,TEC-AC-10004001,171.96,5,20%,credit_card,4
US-2016-161844,FUR-TA-10001676,79.974,3,40%,credit_card,10
